stock_code,stock_name,industry,primary_concept,all_concepts,region
sz002728,特一药业,中药,预盈预增,"预盈预增,中药概念,病毒防治,独家药品,深股通,医疗美容,流感,长寿药,毛发医疗,幽门螺杆菌概念,肝炎概念,2025中报预增",广东
sz002729,好利科技,电子元件,预盈预增,"预盈预增,太阳能,风能,融资融券,充电桩,新能源车,数据中心,储能,2025中报预增",福建
sz002730,电光科技,专用设备,军工,"军工,QFII重仓,机构重仓,物联网,人工智能,深股通,鸿蒙概念,算力概念",浙江
sz002731,萃华珠宝,珠宝首饰,黄金概念,"黄金概念,预盈预增,锂电池,举牌,小红书概念",辽宁
sz002732,燕塘乳业,食品饮料,电商概念,"电商概念,乡村振兴,冷链物流,乳业,微盘股",广东
sz002733,雄韬股份,电池,深圳特区,"深圳特区,锂电池,融资融券,燃料电池,一带一路,5G概念,深股通,贬值受益,氢能源,富时罗素,新能源车,刀片电池,固态电池,钠离子电池,储能,动力电池回收",广东
sz002734,利民股份,农药兽药,转债标的,"转债标的,预盈预增,锂电池,融资融券,食品安全,消毒剂,固态电池,合成生物,2025中报预增",江苏
sz002735,王子新材,包装材料,军工,"军工,深圳特区,股权激励,预亏预减,太阳能,电子烟,新能源车,降解塑料,无线充电,储能,信创,飞行汽车(eVTOL),可控核聚变,低空经济",广东
sz002736,国信证券,证券,HS300_,"HS300_,深圳特区,机构重仓,深成500,预盈预增,融资融券,互联金融,央国企改革,券商概念,证金持股,深证100R,深股通,MSCI中国,富时罗素,标准普尔,科创板做市商,2025中报预增",广东
sz002737,葵花药业,中药,深成500,"深成500,预亏预减,融资融券,中药概念,婴童概念,深股通,富时罗素,标准普尔,流感,肝炎概念,创新药,2025中报预减",黑龙江
sz002738,中矿资源,能源金属,稀缺资源,"稀缺资源,机构重仓,深成500,预亏预减,锂电池,稀土永磁,融资融券,特斯拉,氟化工,小金属概念,中证500,深股通,MSCI中国,商业航天,锂矿概念,2025中报预减",北京
sz002739,万达电影,文化传媒,网络游戏,"网络游戏,机构重仓,深成500,预盈预增,融资融券,中证500,深股通,MSCI中国,影视概念,富时罗素,标准普尔,谷子经济,2025中报预增",北京
sz002741,光华科技,电子化学品,化工原料,"化工原料,预盈预增,锂电池,融资融券,5G概念,深股通,PCB,消毒剂,固态电池,动力电池回收,复合集流体,2025中报预增",广东
sz002742,*ST三圣,水泥建材,ST股,"ST股,预亏预减,西部大开发,一带一路,昨日涨停,流感,昨日涨停_含一字,幽门螺杆菌概念,减肥药",重庆
sz002743,富煌钢构,水泥建材,雄安新区,"雄安新区,装配建筑,新型城镇化,破净股,微盘股",安徽
sz002745,木林森,光学光电子,机构重仓,"机构重仓,深成500,LED,融资融券,智能家居,深股通,富时罗素,PCB,标准普尔,MiniLED,半导体概念,MicroLED,储能,植物照明,破净股",广东
sz002746,仙坛股份,农牧饲渔,机构重仓,"机构重仓,预盈预增,融资融券,生态农业,深股通,养老金,乡村振兴,富时罗素,鸡肉概念,宠物经济,预制菜概念,2025中报预增",山东
sz002747,埃斯顿,通用设备,深成500,"深成500,预盈预增,融资融券,养老概念,医疗器械概念,人工智能,深股通,工业互联,富时罗素,机器视觉,工业母机,专精特新,机器人概念,人形机器人,2025中报扭亏",江苏
sz002748,世龙实业,化学原料,预盈预增,"预盈预增,消毒剂,微盘股,2025中报预增",江西
sz002749,国光股份,农药兽药,西部大开发,"西部大开发,深股通",四川
sz002752,昇兴股份,包装材料,深股通,"深股通,抖音概念(字节概念)",福建
sz002753,永东股份,橡胶制品,煤化工,"煤化工,转债标的,机构重仓,石墨烯",山西
sz002755,奥赛康,化学制药,预盈预增,"预盈预增,深股通,超级真菌,富时罗素,单抗概念,标准普尔,流感,幽门螺杆菌概念,创新药,2025中报预增",北京
sz002756,永兴材料,钢铁行业,军工,"军工,股权激励,深成500,预亏预减,锂电池,核能核电,融资融券,中证500,深股通,富时罗素,锂矿概念",浙江
sz002757,南兴股份,专用设备,预亏预减,"预亏预减,云计算,网络安全,深股通,AI智能体,华为概念,VPN,数据中心,工业母机,专精特新,东数西算,中俄贸易概念,算力概念,2025中报预减",广东
sz002758,浙农股份,综合行业,中药概念,"中药概念,生态农业,深股通,乡村振兴,冷链物流,农业种植,内贸流通,土壤修复,中俄贸易概念,粮食概念,供销社概念",浙江
sz002759,天际股份,电池,预盈预增,"预盈预增,锂电池,融资融券,氟化工,钠离子电池,磷化工",广东
sz002760,凤形股份,通用设备,军工,"军工,发电机概念,微盘股",江西
sz002761,浙江建投,工程建设,转债标的,"转债标的,机构重仓,预亏预减,融资融券,央国企改革,一带一路,PPP模式,深股通,乡村振兴,装配建筑,建筑节能,新型城镇化,并购重组概念,DeepSeek概念",浙江
sz002762,*ST金比,纺织服装,ST股,"ST股,QFII重仓,预亏预减,婴童概念,新零售,医疗美容,消毒剂,网红经济,毛发医疗,托育服务",广东
sz002763,汇洁股份,纺织服装,深圳特区,"深圳特区,预亏预减,婴童概念,电商概念,网红经济,化妆品概念,跨境电商",广东
sz002765,蓝黛科技,光学光电子,军工,"军工,预盈预增,西部大开发,融资融券,虚拟现实,深股通,养老金,新能源车,华为汽车,机器人概念,减速器,低空经济,2025中报预增",重庆
sz002766,索菱股份,汽车零部件,深圳特区,"深圳特区,物联网,北斗导航,人工智能,无人驾驶,深股通,胎压监测,车联网(车路云)",广东
sz002767,先锋电子,仪器仪表,QFII重仓,"QFII重仓,机构重仓,物联网,预亏预减,昨日涨停,天然气,华为概念,专精特新,昨日涨停_含一字",浙江
sz002768,国恩股份,塑料制品,新材料,"新材料,融资融券,充电桩,体育产业,深股通,小米概念,华为概念,标准普尔,新能源车,降解塑料,地摊经济,碳基材料,PEEK材料概念,碳纤维",山东
sz002769,普路通,物流行业,深圳特区,"深圳特区,机构重仓,预盈预增,央国企改革,贬值受益,区块链,独角兽,固态电池,钠离子电池,储能,跨境电商,2025中报扭亏",广东
sz002771,真视通,互联网服务,军工,"军工,物联网,预亏预减,云计算,大数据,网络安全,在线教育,充电桩,虚拟现实,人工智能,军民融合,工业互联,华为概念,数据中心,信创,算力概念,液冷概念,AI制药（医疗）",北京
sz002772,众兴菌业,农牧饲渔,预盈预增,"预盈预增,西部大开发,农业种植,2025中报预增",甘肃
sz002773,康弘药业,化学制药,深成500,"深成500,西部大开发,融资融券,中药概念,中证500,深股通,富时罗素,单抗概念,标准普尔,阿兹海默,创新药,合成生物",四川
sz002774,快意电梯,专用设备,机构重仓,"机构重仓,粤港自贸,一带一路,专精特新",广东
sz002775,文科股份,工程建设,转债标的,"转债标的,深圳特区,预亏预减,央国企改革,PPP模式,海绵城市,昨日涨停,昨日连板,昨日涨停_含一字,昨日连板_含一字,新型城镇化",广东
sz002777,久远银海,互联网服务,军工,"军工,预盈预增,西部大开发,大数据,养老概念,网络安全,央国企改革,国产软件,人工智能,深股通,军民融合,区块链,互联医疗,华为概念,富时罗素,DRG/DIP,信创,数据要素,DeepSeek概念,2025中报预增",四川
sz002778,中晟高科,石油行业,节能环保,"节能环保,预亏预减,央国企改革,核污染防治,净水概念,土壤修复,微盘股,2025中报预增",江苏
sz002779,中坚科技,专用设备,深股通,"融资融券,深股通,专精特新,发电机概念,机器人概念,人形机器人",浙江
sz002780,三夫户外,纺织服装,预盈预增,"预盈预增,婴童概念,电商概念,旅游概念,体育产业,新零售,NFT概念,内贸流通,户外露营,微盘股,冰雪经济,首发经济,2025中报预增",北京
sz002782,可立克,电子元件,深圳特区,"深圳特区,预盈预增,太阳能,融资融券,充电桩,5G概念,深股通,独角兽,华为概念,新能源车,氮化镓,储能,小米汽车",广东
sz002783,凯龙股份,化学制品,军工,"军工,机构重仓,预盈预增,融资融券,参股新三板,生态农业,燃料电池,央国企改革,军民融合,氢能源,新能源车,民爆概念,2025中报预增",湖北
sz002785,万里石,装修建材,预亏预减,"预亏预减,深股通",福建
sz002786,银宝山新,专用设备,深圳特区,"深圳特区,预盈预增,央国企改革,5G概念,虚拟现实,深股通,小米概念,华为概念,新能源车,化债(AMC)概念,机器人概念",广东
sz002787,华源控股,包装材料,QFII重仓,"QFII重仓,预盈预增",江苏
sz002788,鹭燕医药,医药商业,机构重仓,"机构重仓,医疗器械概念,冷链物流,内贸流通",福建
sz002789,*ST建艺,装修装饰,创投,"创投,ST股,深圳特区,股权激励,预亏预减,地热能,互联金融,央国企改革,一带一路,人工智能,昨日涨停,装配建筑,昨日涨停_含一字,新型城镇化",广东
sz002790,瑞尔特,装修建材,股权激励,"股权激励,智能家居",福建
sz002791,坚朗五金,装修建材,预亏预减,"预亏预减,融资融券,深股通,养老金,富时罗素,垃圾分类",广东
sz002792,通宇通讯,通信设备,一带一路,"融资融券,一带一路,5G概念,深股通,华为概念,富时罗素,标准普尔,UWB概念,卫星互联网,6G概念,换电概念,储能,中俄贸易概念,F5G概念,毫米波概念,光通信模块",广东
sz002793,罗欣药业,化学制药,预盈预增,"预盈预增,中药概念,医疗器械概念,深股通,富时罗素,流感,辅助生殖,幽门螺杆菌概念,创新药,2025中报扭亏",山东
sz002795,永和智控,通用设备,预盈预增,"预盈预增,贬值受益,昨日涨停,昨日涨停_含一字,TOPCon电池,BC电池",浙江
sz002796,世嘉科技,专用设备,预亏预减,"预亏预减,融资融券,医疗器械概念,一带一路,5G概念,储能,低空经济",江苏
sz002797,第一创业,证券,深圳特区,"深圳特区,深成500,预盈预增,融资融券,互联金融,中证500,券商概念,深股通,MSCI中国,区块链,富时罗素,标准普尔",广东
sz002798,帝欧家居,装修建材,转债标的,"转债标的,股权激励,预亏预减,西部大开发,智能家居,标准普尔",四川
sz002799,环球印务,包装材料,生物疫苗,"生物疫苗,机构重仓,预亏预减,西部大开发,大数据,央国企改革,区块链,百度概念,抖音概念(字节概念),快手概念,虚拟数字人",陕西
sz002800,天顺股份,物流行业,预亏预减,"预亏预减,西部大开发,一带一路,冷链物流,快递概念,中俄贸易概念,统一大市场,跨境电商,微盘股,2025中报预减",新疆
sz002801,微光股份,电机,军工,"军工,锂电池,一带一路,深股通,冷链物流,新能源车,机器人概念,人形机器人",浙江
sz002802,洪汇新材,化学制品,央国企改革,"央国企改革,股权转让,微盘股",江苏
sz002803,吉宏股份,文化传媒,AH股,"AH股,预盈预增,融资融券,电商概念,一带一路,人工智能,深股通,区块链,华为概念,富时罗素,抖音概念(字节概念),专精特新,数字经济,信创,AIGC概念,跨境电商,ChatGPT概念,多模态AI,2025中报预增",福建
sz002805,丰元股份,电池,化工原料,"化工原料,预亏预减,锂电池,融资融券,新能源车,固态电池",山东
sz002806,华锋股份,汽车零部件,预亏预减,"预亏预减,锂电池,燃料电池,无人驾驶,百度概念,新能源车,车联网(车路云),固态电池,高压快充,微盘股",广东
sz002807,江阴银行,银行,深股通,"融资融券,深股通,富时罗素,标准普尔,破净股",江苏
sz002808,*ST恒久,光学光电子,ST股,"ST股,预亏预减,3D打印,网络安全,燃料电池,超级电容,区块链,OLED,NFT概念,数据安全,数字经济,信创",江苏
sz002809,红墙股份,化学制品,转债标的,"转债标的,股权激励,预亏预减,雄安新区,专精特新,环氧丙烷,微盘股,2025中报预减",广东
sz002810,山东赫达,化学制品,新材料,"新材料,转债标的,融资融券,深股通,人造肉,专精特新,建筑节能",山东
sz002811,郑中设计,专业服务,深圳特区,"深圳特区,预盈预增,一带一路,人工智能,装配建筑,AIGC概念,DeepSeek概念",广东
sz002812,恩捷股份,电池,转债标的,"转债标的,深成500,预亏预减,锂电池,西部大开发,融资融券,深股通,MSCI中国,富时罗素,标准普尔,新能源车,固态电池,宁组合,专精特新",云南
sz002813,路畅科技,汽车零部件,深圳特区,"深圳特区,预亏预减,北斗导航,阿里概念,无人驾驶,百度概念,胎压监测,车联网(车路云),激光雷达,电子后视镜,星闪概念",广东
sz002815,崇达技术,电子元件,转债标的,"转债标的,深圳特区,特斯拉,5G概念,深股通,贬值受益,富时罗素,PCB,标准普尔,机器人概念,柔性屏(折叠屏),AIPC,荣耀概念",广东
sz002816,*ST和科,专用设备,ST股,"ST股,深圳特区,预盈预增,央国企改革,OLED,光刻机(胶)",广东
sz002817,黄山胶囊,医疗器械,中药概念,"中药概念,医疗器械概念,股权转让,专精特新,微盘股",安徽
sz002818,富森美,商业百货,军工,"军工,西部大开发,电商概念,智能家居,深股通,富时罗素,标准普尔,抖音概念(字节概念),网红经济,被动元件",四川
sz002819,东方中科,仪器仪表,股权激励,"股权激励,预盈预增,网络安全,国家安防,央国企改革,国产软件,虚拟现实,人工智能,深股通,华为概念,新能源车,车联网(车路云),鸿蒙概念,内贸流通,信创,小米汽车,华为海思",北京
sz002820,桂发祥,食品饮料,QFII重仓,"QFII重仓,预亏预减,电商概念,央国企改革,超级品牌,新零售,抖音小店,网红经济,预制菜概念,微盘股",天津
sz002821,凯莱英,医疗服务,AH股,"AH股,股权激励,深成500,预亏预减,融资融券,病毒防治,中证500,深股通,MSCI中国,富时罗素,青蒿素,标准普尔,CRO,宁组合,专精特新,百元股,合成生物",天津
