stock_code,stock_name,industry,primary_concept,all_concepts,region
sz002560,通达股份,电网设备,军工,"军工,预盈预增,智能电网,融资融券,医疗器械概念,小金属概念,充电桩,无人机,一带一路,军民融合,大飞机,新能源车,特高压,商业航天,专精特新,2025中报预增",河南
sz002561,徐家汇,商业百货,预亏预减,"预亏预减,融资融券,电商概念,沪企改革,央国企改革,新零售,社区团购,内贸流通",上海
sz002562,兄弟科技,化学制品,机构重仓,"机构重仓,预盈预增,维生素,长寿药,中俄贸易概念,PEEK材料概念,2025中报预增",浙江
sz002563,森马服饰,纺织服装,机构重仓,"机构重仓,深成500,融资融券,婴童概念,电商概念,中证500,深股通,新零售,富时罗素,标准普尔,网红经济,社区团购",浙江
sz002564,天沃科技,专业服务,军工,"军工,煤化工,新能源,节能环保,预盈预增,核能核电,太阳能,风能,海工装备,央国企改革,军民融合,氢能源,碳交易,熔盐储能",江苏
sz002565,顺灏股份,包装材料,预盈预增,"预盈预增,融资融券,生态农业,工业大麻,电子烟,土壤修复",上海
sz002566,益盛药业,中药,中药概念,"中药概念,病毒防治,新零售,农业种植,流感,化妆品概念,毛发医疗",吉林
sz002567,唐人神,农牧饲渔,机构重仓,"机构重仓,预亏预减,融资融券,深股通,富时罗素,标准普尔,猪肉概念,鸡肉概念,预制菜概念",湖南
sz002568,百润股份,酿酒行业,转债标的,"转债标的,深成500,融资融券,电商概念,中证500,深股通,养老金,富时罗素,标准普尔,调味品概念",上海
sz002569,*ST步森,纺织服装,ST股,"ST股,参股银行,股权激励,预亏预减,央国企改革",浙江
sz002570,贝因美,食品饮料,婴童概念,"融资融券,婴童概念,电商概念,深股通,乳业,网红经济,宠物经济,NFT概念,小红书概念",浙江
sz002571,德力股份,家用轻工,创投,"创投,网络游戏,参股银行,QFII重仓,预亏预减,太阳能,医疗器械概念,影视概念,拼多多概念,微盘股",安徽
sz002572,索菲亚,装修建材,参股券商,"参股券商,深成500,融资融券,电商概念,中证500,虚拟现实,深股通,新零售,富时罗素,标准普尔",广东
sz002573,清新环境,环保行业,节能环保,"节能环保,创投,预亏预减,融资融券,央国企改革,京津冀,深股通,雄安新区,天然气,数字孪生,标准普尔,碳交易,土壤修复,破净股,2025中报预减",北京
sz002574,明牌珠宝,珠宝首饰,参股银行,"参股银行,黄金概念,预亏预减,太阳能,融资融券,电商概念,租售同权,破净股",浙江
sz002575,群兴玩具,房地产服务,创投,"创投,预亏预减,融资融券,婴童概念,深股通,区块链,算力概念,Sora概念,并购重组概念",广东
sz002576,通达动力,电机,风能,"风能,新能源车,发电机概念,机器人概念",江苏
sz002577,雷柏科技,消费电子,深圳特区,"深圳特区,机构重仓,融资融券,智能穿戴,深股通,百度概念,电子竞技,无线耳机,无线充电,机器人概念,星闪概念,AIPC,AI眼镜",广东
sz002578,闽发铝业,有色金属,QFII重仓,"QFII重仓,太阳能,央国企改革,新能源车",福建
sz002579,中京电子,电子元件,军工,"军工,创投,物联网,预盈预增,融资融券,智能穿戴,养老概念,医疗器械概念,无人机,5G概念,人工智能,无人驾驶,深股通,工业互联,小米概念,OLED,华为概念,电子烟,PCB,无线耳机,新能源车,MiniLED,半导体概念,储能,Chiplet概念,CPO概念,光通信模块,存储芯片,柔性屏(折叠屏),AI手机,荣耀概念,人形机器人,2025中报扭亏",广东
sz002580,圣阳股份,电池,新能源,"新能源,创投,QFII重仓,锂电池,太阳能,融资融券,央国企改革,举牌,深股通,雄安新区,数据中心,固态电池,钠离子电池,储能",山东
sz002581,ST未名,生物制品,ST股,"ST股,生物疫苗,机构重仓,预亏预减,超级真菌",山东
sz002582,好想你,食品饮料,预盈预增,"预盈预增,电商概念,生态农业,人造肉,富时罗素,农业种植,网红经济,职业教育,谷子经济",河南
sz002583,海能达,通信设备,深圳特区,"深圳特区,物联网,预亏预减,铁路基建,融资融券,水利建设,智慧城市,北斗导航,互联金融,网络安全,电商概念,国家安防,粤港自贸,无人机,量子科技,一带一路,5G概念,人工智能,深股通,区块链,富时罗素,标准普尔,国产芯片,卫星互联网,6G概念,数字经济,中俄贸易概念,信创,星闪概念,低空经济,DeepSeek概念,2025中报预减",广东
sz002584,西陇科学,电子化学品,创投,"创投,化工原料,QFII重仓,锂电池,食品安全,互联金融,婴童概念,电商概念,医疗器械概念,基因测序,精准医疗,体外诊断,光刻机(胶),流感,消毒剂,半导体概念,辅助生殖,核污染防治,专精特新",广东
sz002585,双星新材,塑料制品,新材料,"新材料,参股银行,预盈预增,锂电池,太阳能,融资融券,深股通,小米概念,OLED,华为概念,超清视频,富时罗素,标准普尔,MLCC,降解塑料,破净股,复合集流体",江苏
sz002586,*ST围海,工程建设,ST股,"ST股,预盈预增,水利建设,央国企改革,PPP模式,海绵城市,影视概念,2025中报扭亏",浙江
sz002587,奥拓电子,光学光电子,深圳特区,"深圳特区,物联网,预亏预减,LED,智慧城市,互联金融,在线教育,苹果概念,国产软件,体育产业,虚拟现实,人工智能,增强现实,区块链,华为概念,超清视频,边缘计算,MiniLED,远程办公,MicroLED,专精特新,元宇宙概念,虚拟数字人,智慧灯杆,机器人概念,Web3.0,AIGC概念,裸眼3D,短剧互动游戏,英伟达概念",广东
sz002588,史丹利,化肥行业,生态农业,"融资融券,生态农业,深股通,乡村振兴,农业种植,磷化工",山东
sz002589,瑞康医药,医药商业,中药概念,"融资融券,中药概念,养老概念,医疗器械概念,区块链,互联医疗,冷链物流,富时罗素,标准普尔,内贸流通,统一大市场,破净股",山东
sz002590,万安科技,汽车零部件,军工,"军工,物联网,融资融券,无人驾驶,深股通,百度概念,新能源车,车联网(车路云),无线充电,华为汽车,轮毂电机,毫米波概念,小米汽车,飞行汽车(eVTOL),低空经济",浙江
sz002591,恒大高新,互联网服务,军工,"军工,节能环保,创投,预盈预增,锂电池,3D打印,军民融合,百度概念,华为概念,氢能源,垃圾分类,抖音概念(字节概念),拼多多概念,钠离子电池,绿色电力,噪声防治,微盘股",江西
sz002592,ST八菱,汽车零部件,ST股,"ST股,预盈预增,燃料电池,华为概念,新能源车,华为汽车,专精特新,汽车热管理,2025中报预增",广西
sz002593,日上集团,汽车零部件,物联网,"物联网,一带一路,华为概念,胎压监测,车联网(车路云),装配建筑",福建
sz002594,比亚迪,汽车整车,新能源,"新能源,AH股,HS300_,深圳特区,深成500,锂电池,太阳能,融资融券,充电桩,证金持股,深证100R,无人驾驶,深股通,超级品牌,MSCI中国,华为概念,富时罗素,标准普尔,国产芯片,新能源车,半导体概念,车联网(车路云),刀片电池,无线充电,固态电池,储能,茅指数,宁组合,IGBT概念,百元股,小米汽车",广东
sz002595,豪迈科技,专用设备,深成500,"深成500,风能,融资融券,中证500,深股通,MSCI中国,养老金,富时罗素,标准普尔,工业母机",山东
sz002596,海南瑞泽,水泥建材,节能环保,"节能环保,预亏预减,融资融券,互联金融,赛马概念,PPP模式,海绵城市,雄安新区,富时罗素,垃圾分类,标准普尔,装配建筑,海南自贸",海南
sz002597,金禾实业,食品饮料,煤化工,"煤化工,深成500,融资融券,深股通,富时罗素,标准普尔,代糖概念,调味品概念,合成生物",安徽
sz002598,山东章鼓,通用设备,转债标的,"转债标的,锂电池,核能核电,融资融券,央国企改革,超级电容,无人机,固态电池,钠离子电池,储能,智慧灯杆,机器人概念",山东
sz002599,盛通股份,包装材料,物联网,"物联网,预盈预增,在线教育,婴童概念,体育产业,虚拟现实,人工智能,抖音小店,商汤概念,鸿蒙概念,元宇宙概念,机器人概念,跨境电商,智谱AI,DeepSeek概念,腾讯云",北京
sz002600,领益智造,消费电子,HS300_,"HS300_,新材料,转债标的,深成500,融资融券,智能穿戴,苹果概念,5G概念,虚拟现实,深证100R,人工智能,增强现实,深股通,MSCI中国,小米概念,华为概念,富时罗素,标准普尔,无线耳机,新能源车,激光雷达,机器人概念,减速器,液冷概念,混合现实,柔性屏(折叠屏),AI手机,AIPC,人形机器人,2025中报预增",广东
sz002601,龙佰集团,化学原料,HS300_,"HS300_,深成500,锂电池,融资融券,养老概念,深证100R,深股通,钛白粉,MSCI中国,氢能源,富时罗素,标准普尔,固态电池,钒电池",河南
sz002602,ST华通,游戏,网络游戏,"网络游戏,ST股,机构重仓,预盈预增,云计算,人脑工程,虚拟现实,增强现实,昨日触板,电子竞技,华为概念,富时罗素,标准普尔,新能源车,数据中心,NFT概念,元宇宙概念,数据安全,虚拟数字人,算力概念,2025中报预增",浙江
sz002603,以岭药业,中药,深成500,"深成500,预亏预减,融资融券,中药概念,智能穿戴,养老概念,病毒防治,独家药品,中证500,深股通,MSCI中国,互联医疗,富时罗素,单抗概念,标准普尔,流感,创新药",河北
sz002605,姚记科技,游戏,创投,"创投,网络游戏,转债标的,股权激励,免疫治疗,深股通,共享经济,养老金,百度概念,富时罗素,抖音概念(字节概念),CAR-T细胞疗法,谷子经济,小红书概念",上海
sz002606,大连电瓷,电网设备,机构重仓,"机构重仓,股权激励,预盈预增,智能电网,融资融券,养老金,特高压,虚拟电厂",辽宁
sz002607,中公教育,教育,深成500,"深成500,预盈预增,融资融券,在线教育,旅游概念,中证500,人工智能,深股通,超级品牌,独角兽,百度概念,标准普尔,职业教育,低价股,虚拟数字人,AIGC概念",安徽
sz002608,江苏国信,电力行业,参股银行,"参股银行,机构重仓,深成500,预盈预增,融资融券,参股保险,央国企改革,中证500,深股通,标准普尔,储能,超超临界发电,熔盐储能,破净股",江苏
sz002609,捷顺科技,互联网服务,深圳特区,"深圳特区,物联网,预盈预增,智慧城市,充电桩,人工智能,深股通,华为概念,富时罗素,车联网(车路云),蚂蚁概念,鸿蒙概念,生物识别,储能,数字哨兵,数据要素,Kimi概念,DeepSeek概念,2025中报预增",广东
sz002611,东方精工,专用设备,军工,"军工,股权激励,融资融券,海洋经济,无人机,人工智能,无人驾驶,深股通,军民融合,AI智能体,贬值受益,工业互联,氢能源,富时罗素,标准普尔,机器人概念,多模态AI,英伟达概念,可控核聚变,人形机器人,2025中报预增",广东
sz002612,朗姿股份,纺织服装,婴童概念,"融资融券,婴童概念,电商概念,深股通,新零售,医疗美容,网红经济,化妆品概念,毛发医疗,2025中报预增",北京
sz002613,北玻股份,玻璃玻纤,太阳能,"太阳能,苹果概念,装配建筑,建筑节能",河南
sz002614,奥佳华,家电行业,转债标的,"转债标的,养老概念,医疗器械概念,智能家居,人工智能,新零售,华为概念,富时罗素,标准普尔,网红经济,鸿蒙概念,破净股,跨境电商,谷子经济",福建
sz002615,哈尔斯,家用轻工,预盈预增,"预盈预增,婴童概念,智能家居,体育产业,贬值受益,新零售,华为概念,网红经济,NFT概念,数字经济,户外露营,跨境电商,短剧互动游戏,谷子经济",浙江
sz002616,长青集团,电力行业,新能源,"新能源,节能环保,转债标的,雄安新区,绿色电力",广东
sz002617,露笑科技,光伏设备,深成500,"深成500,预盈预增,锂电池,智能电网,太阳能,融资融券,蓝宝石,5G概念,深股通,富时罗素,新能源车,半导体概念,地摊经济,第三代半导体,碳化硅,碳基材料,铜缆高速连接",浙江
sz002620,ST瑞和,装修装饰,ST股,"ST股,深圳特区,预盈预增,太阳能,绿色电力,建筑节能",广东
sz002622,皓宸医疗,医疗服务,参股银行,"参股银行,机构重仓,预亏预减,智能电网,医疗美容,微盘股",吉林
sz002623,亚玛顿,光伏设备,新能源,"新能源,新材料,预亏预减,太阳能,融资融券,特斯拉,绿色电力,钙钛矿电池",江苏
sz002624,完美世界,游戏,网络游戏,"网络游戏,深成500,预盈预增,融资融券,参股新三板,中证500,虚拟现实,深股通,影视概念,电子竞技,富时罗素,标准普尔,鸿蒙概念,元宇宙概念,AIGC概念,短剧互动游戏,谷子经济,2025中报扭亏",浙江
sz002625,光启技术,航天航空,军工,"军工,新材料,深圳特区,股权激励,深成500,融资融券,智能穿戴,人工智能,深股通,军民融合,雄安新区,MSCI中国,富时罗素,标准普尔,PEEK材料概念,低空经济,人形机器人",广东
sz002626,金达威,食品饮料,预盈预增,"预盈预增,融资融券,养老概念,深股通,富时罗素,标准普尔,医疗美容,维生素,长寿药,合成生物,小红书概念,2025中报预增",福建
sz002627,三峡旅游,旅游酒店,养老概念,"养老概念,央国企改革,旅游概念,一带一路,湖北自贸,NFT概念",湖北
sz002628,成都路桥,工程建设,预盈预增,"预盈预增,西部大开发,融资融券,PPP模式,装配建筑",四川
sz002629,仁智股份,采掘行业,预盈预增,"预盈预增,油气设服,天然气",浙江
sz002630,ST华西,电源设备,节能环保,"节能环保,ST股,参股银行,QFII重仓,机构重仓,预亏预减,核能核电,西部大开发,PPP模式,垃圾分类,低价股,超超临界发电",四川
sz002631,德尔未来,装修建材,节能环保,"节能环保,预亏预减,融资融券,石墨烯,智能家居,C2M概念,碳基材料,柔性屏(折叠屏)",江苏
sz002632,道明光学,塑料制品,新材料,"新材料,锂电池,太阳能,参股新三板,石墨烯,电商概念,国家安防,虚拟现实,增强现实,深股通,华为概念,固态电池,中俄贸易概念,柔性屏(折叠屏),AI手机",浙江
sz002633,申科股份,通用设备,预亏预减,"预亏预减,微盘股,2025中报预减",浙江
sz002634,棒杰股份,纺织服装,新能源,"新能源,太阳能,石墨烯,TOPCon电池,微盘股",浙江
sz002635,安洁科技,消费电子,机构重仓,"机构重仓,预亏预减,融资融券,智能穿戴,特斯拉,苹果概念,燃料电池,一带一路,5G概念,虚拟现实,深股通,小米概念,OLED,华为概念,氢能源,富时罗素,标准普尔,无线耳机,新能源车,无线充电,元宇宙概念,混合现实,柔性屏(折叠屏),2025中报预减",江苏
sz002636,金安国纪,电子元件,机构重仓,"机构重仓,预盈预增,融资融券,医疗器械概念,深股通,富时罗素,PCB,标准普尔,消毒剂,2025中报预减",上海
sz002637,赞宇科技,化学制品,节能环保,"节能环保,预盈预增,PPP模式,深股通,消毒剂",浙江
sz002638,勤上股份,光学光电子,参股银行,"参股银行,预亏预减,LED,智慧城市,低价股,智慧灯杆",广东
sz002639,雪人集团,通用设备,物联网,"物联网,预盈预增,融资融券,水利建设,油气设服,海洋经济,燃料电池,一带一路,深股通,天然气,冷链物流,华为概念,氢能源,数据中心,氦气概念,碳交易,空气能热泵,液冷概念,可控核聚变,冰雪经济,雅下水电概念",福建
sz002640,跨境通,贸易行业,预盈预增,"预盈预增,电商概念,深股通,进口博览,富时罗素,标准普尔,无线耳机,网红经济,拼多多概念,内贸流通,跨境电商",山西
sz002641,公元股份,装修建材,预亏预减,"预亏预减,太阳能,融资融券,深股通,富时罗素,地下管网,机器人概念,破净股,2025中报预减",浙江
sz002642,荣联科技,互联网服务,物联网,"物联网,股权激励,预盈预增,云计算,大数据,网络安全,央国企改革,阿里概念,基因测序,国产软件,5G概念,人工智能,深股通,精准医疗,区块链,独角兽,百度概念,华为概念,边缘计算,数字孪生,车联网(车路云),数据中心,碳交易,数字经济,东数西算,信创,ChatGPT概念,星闪概念,DeepSeek概念",北京
sz002643,万润股份,电子化学品,新材料,"新材料,预亏预减,锂电池,融资融券,燃料电池,央国企改革,深股通,养老金,OLED,体外诊断,富时罗素,标准普尔,光刻机(胶),尾气治理,钙钛矿电池,供销社概念,PEEK材料概念",山东
sz002644,佛慈制药,中药,西部大开发,"西部大开发,中药概念,央国企改革,一带一路,消毒剂,肝炎概念",甘肃
sz002645,华宏科技,环保行业,节能环保,"节能环保,转债标的,预盈预增,稀土永磁,融资融券,一带一路,人工智能,垃圾分类,汽车拆解,2025中报预增",江苏
sz002646,天佑德酒,酿酒行业,预亏预减,"预亏预减,西部大开发,融资融券,电商概念,深股通,白酒,虚拟数字人,粮食概念,谷子经济",青海
sz002647,*ST仁东,多元金融,节能环保,"节能环保,ST股,机构重仓,移动支付,预盈预增,区块链,跨境支付,2025中报扭亏",广东
sz002648,卫星化学,化学原料,HS300_,"HS300_,化工原料,机构重仓,深成500,融资融券,互联金融,婴童概念,深证100R,深股通,MSCI中国,氢能源,富时罗素,标准普尔,环氧丙烷,2025中报预增",浙江
sz002649,博彦科技,互联网服务,创投,"创投,预盈预增,云计算,融资融券,大数据,互联金融,阿里概念,人工智能,无人驾驶,深股通,百度概念,数字货币,抖音概念(字节概念),鸿蒙概念,虚拟电厂,跨境支付,信创,AIGC概念,ChatGPT概念,Sora概念,智谱AI,2025中报预增",北京
sz002650,ST加加,食品饮料,ST股,"ST股,预盈预增,新零售,社区团购,调味品概念,2025中报扭亏",湖南
sz002651,利君股份,专用设备,军工,"军工,节能环保,成渝特区,股权激励,西部大开发,深股通,大飞机,富时罗素,商业航天,低空经济",四川
sz002652,扬子新材,装修建材,新材料,"新材料,预亏预减,养老概念,雄安新区,纳米银,微盘股",江苏
sz002653,海思科,化学制药,深成500,"深成500,西部大开发,融资融券,参股保险,医疗器械概念,中证500,深股通,MSCI中国,富时罗素,单抗概念,标准普尔,创新药",西藏
sz002654,万润科技,文化传媒,军工,"军工,深圳特区,LED,融资融券,参股新三板,智慧城市,大数据,国家安防,智能家居,央国企改革,人工智能,深股通,华为概念,ETC,MiniLED,抖音概念(字节概念),快手概念,植物照明,智慧灯杆,存储芯片,2025中报预减",广东
sz002655,共达电声,消费电子,智能穿戴,"智能穿戴,苹果概念,智能家居,小米概念,独角兽,华为概念,电子烟,国产芯片,无线耳机,传感器,半导体概念,生物识别,元宇宙概念",山东
sz002656,*ST摩登,纺织服装,ST股,"ST股,预盈预增,新能源车,低价股",广东
sz002657,中科金财,互联网服务,参股期货,"参股期货,移动支付,预亏预减,云计算,融资融券,大数据,互联金融,电商概念,国产软件,人工智能,深股通,AI智能体,区块链,工业互联,百度概念,华为概念,数字货币,智慧政务,数据中心,鸿蒙概念,化债(AMC)概念,元宇宙概念,虚拟数字人,数字经济,信创,Web3.0,AIGC概念,ChatGPT概念,算力概念,多模态AI,财税数字化,智谱AI,DeepSeek概念",北京
sz002658,雪迪龙,仪器仪表,节能环保,"节能环保,物联网,大数据,雄安新区,氢能源,碳交易,专精特新,气溶胶检测",北京
sz002659,凯文教育,教育,预盈预增,"预盈预增,在线教育,央国企改革,体育产业,人工智能,职业教育,冰雪经济,2025中报扭亏",北京
sz002660,茂硕电源,消费电子,新能源,"新能源,深圳特区,预亏预减,LED,太阳能,央国企改革,充电桩,无人机,区块链,独角兽,OLED,氮化镓,第三代半导体,储能,智慧灯杆",广东
sz002661,克明食品,食品饮料,机构重仓,"机构重仓,预盈预增,猪肉概念,预制菜概念",湖南
sz002662,峰璟股份,汽车零部件,新材料,"新材料,锂电池,融资融券,特斯拉,燃料电池,深股通,富时罗素,标准普尔",北京
sz002663,普邦股份,工程建设,节能环保,"节能环保,预亏预减,石墨烯,粤港自贸,PPP模式,海绵城市,华为概念,垃圾分类,网红经济,低价股,新型城镇化",广东
sz002664,信质集团,汽车零部件,预亏预减,"预亏预减,融资融券,无人机,深股通,小米概念,富时罗素,新能源车,机器人概念,人形机器人",浙江
sz002666,德联集团,化学制品,创投,"创投,预盈预增,特斯拉,燃料电池,胎压监测,新能源车,尾气治理,有机硅,汽车热管理",广东
sz002667,威领股份,能源金属,垃圾分类,"融资融券,垃圾分类,储能,锂矿概念,2025中报扭亏",湖南
sz002668,TCL智家,家电行业,一带一路,"融资融券,一带一路,人工智能,深股通,贬值受益,跨境电商",广东
sz002669,康达新材,化学制品,军工,"军工,新材料,预盈预增,风能,央国企改革,军民融合,光刻机(胶),MLCC,国产芯片,半导体概念,卫星互联网,商业航天,专精特新,裸眼3D,低空经济,碳纤维,2025中报扭亏",上海
sz002670,国盛金控,证券,参股券商,"参股券商,深成500,预盈预增,融资融券,互联金融,央国企改革,中证500,券商概念,深股通,区块链,富时罗素,标准普尔,2025中报预增",江西
sz002671,龙泉股份,水泥建材,预盈预增,"预盈预增,核能核电,水利建设,地下管网,新型城镇化,微盘股,2025中报预增",山东
sz002672,东江环保,环保行业,节能环保,"节能环保,AH股,黄金概念,深圳特区,预亏预减,融资融券,央国企改革,深股通,富时罗素,垃圾分类,标准普尔,医废处理,汽车拆解,生物质能发电",广东
sz002673,西部证券,证券,机构重仓,"机构重仓,深成500,西部大开发,融资融券,互联金融,央国企改革,中证500,券商概念,深股通,MSCI中国,富时罗素,标准普尔,并购重组概念",陕西
sz002674,兴业科技,纺织服装,养老金,"养老金,华为汽车",福建
sz002675,东诚药业,化学制药,深成500,"深成500,融资融券,中药概念,独家药品,免疫治疗,深股通,精准医疗,富时罗素,标准普尔,阿兹海默,肝素概念,专精特新,幽门螺杆菌概念",山东
sz002676,顺威股份,家电行业,预盈预增,"预盈预增,智能家居,央国企改革,昨日涨停,新能源车,昨日涨停_含一字",广东
sz002677,浙江美大,家电行业,预亏预减,"预亏预减,深股通,养老金,富时罗素,标准普尔,2025中报预减",浙江
sz002678,珠江钢琴,家用轻工,预亏预减,"预亏预减,在线教育,婴童概念,央国企改革,人工智能,深股通,新零售,影视概念,职业教育",广东
sz002679,福建金森,农牧饲渔,预盈预增,"预盈预增,土地流转,央国企改革,碳交易,微盘股",福建
sz002681,奋达科技,消费电子,深圳特区,"深圳特区,预亏预减,融资融券,智能穿戴,智能家居,阿里概念,深股通,小米概念,华为概念,无线耳机,无线充电,机器人概念,人形机器人,2025中报预减",广东
sz002682,龙洲股份,物流行业,军工,"军工,节能环保,预亏预减,电商概念,燃料电池,央国企改革,充电桩,一带一路,人工智能,天然气,冷链物流,氢能源,垃圾分类,ETC,新能源车,车联网(车路云),储能,职业教育,机器人概念,微盘股",福建
sz002683,广东宏大,采掘行业,军工,"军工,基金重仓,深成500,融资融券,央国企改革,中证500,深股通,军民融合,富时罗素,标准普尔,民爆概念,雅下水电概念",广东
sz002685,华东重机,通用设备,预盈预增,"预盈预增,太阳能,融资融券,深股通,氢能源,富时罗素,国产芯片,半导体概念,专精特新,TOPCon电池",江苏
sz002686,亿利达,通用设备,军工,"军工,新材料,水利建设,央国企改革,新能源车,化债(AMC)概念,专精特新",浙江
sz002687,乔治白,纺织服装,创投,"创投,微盘股,2025中报预减",浙江
sz002688,金河生物,农药兽药,节能环保,"节能环保,生物疫苗,预盈预增,西部大开发,宠物经济,合成生物,2025中报预增",内蒙古
sz002689,远大智能,专用设备,新能源,"新能源,机构重仓,预盈预增,风能,融资融券,人工智能,机器视觉,机器人概念,2025中报扭亏",辽宁
sz002690,美亚光电,专用设备,深成500,"深成500,融资融券,食品安全,医疗器械概念,深股通,养老金,工业互联,富时罗素,标准普尔,机器视觉",安徽
sz002691,冀凯股份,专用设备,QFII重仓,"QFII重仓,机构重仓,预亏预减,3D打印,机器人概念",河北
sz002692,远程股份,电网设备,预盈预增,"预盈预增,核能核电,智能电网,央国企改革,充电桩,半导体概念,专精特新",江苏
sz002693,*ST双成,生物制品,ST股,"ST股,QFII重仓,阿兹海默,肝炎概念,合成生物,海南自贸",海南
sz002694,顾地科技,装修建材,预盈预增,"预盈预增,体育产业,海绵城市,地下管网",湖北
sz002695,煌上煌,食品饮料,深股通,"融资融券,深股通,冷链物流,富时罗素,地摊经济,拼多多概念,社区团购",江西
sz002696,百洋股份,农牧饲渔,预盈预增,"预盈预增,西部大开发,海洋经济,央国企改革,一带一路,乡村振兴,地摊经济,水产养殖,化妆品概念,预制菜概念,微盘股,2025中报扭亏",广西
sz002697,红旗连锁,商业百货,参股银行,"参股银行,西部大开发,融资融券,彩票概念,央国企改革,深股通,新零售,富时罗素,标准普尔,地摊经济,内贸流通,机器人概念",四川
sz002698,博实股份,专用设备,转债标的,"转债标的,深成500,融资融券,医疗器械概念,人工智能,深股通,富时罗素,标准普尔,专精特新,机器人概念,人形机器人",黑龙江
sz002700,万憬能源,燃气,参股保险,"参股保险,天然气",新疆
sz002701,奥瑞金,包装材料,机构重仓,"机构重仓,深成500,融资融券,体育产业,深股通,工业大麻,富时罗素,标准普尔,预制菜概念,啤酒概念,并购重组概念,冰雪经济,2025中报预增",北京
sz002702,海欣食品,食品饮料,预亏预减,"预亏预减,电商概念,新零售,地摊经济,社区团购,预制菜概念,微盘股",福建
sz002703,浙江世宝,汽车零部件,AH股,"AH股,预盈预增,融资融券,无人驾驶,深股通,小米概念,标准普尔,新能源车,小米汽车",浙江
sz002705,新宝股份,家电行业,深成500,"深成500,融资融券,婴童概念,电商概念,智能家居,深股通,贬值受益,小米概念,富时罗素,标准普尔,宠物经济,中俄贸易概念,机器人概念,小红书概念",广东
sz002706,良信股份,电网设备,物联网,"物联网,风能,融资融券,智能家居,充电桩,深股通,昨日涨停,华为概念,富时罗素,昨日涨停_含一字",上海
sz002707,众信旅游,旅游酒店,预盈预增,"预盈预增,融资融券,大数据,互联金融,阿里概念,旅游概念,一带一路,深股通,区块链,乡村振兴,独角兽,富时罗素,免税概念",北京
sz002708,光洋股份,汽车零部件,军工,"军工,创投,预盈预增,长江三角,央国企改革,无人驾驶,股权转让,深股通,PCB,新能源车,机器人概念,减速器,飞行汽车(eVTOL),低空经济",江苏
sz002709,天赐材料,化学制品,HS300_,"HS300_,新材料,转债标的,深成500,预亏预减,锂电池,融资融券,特斯拉,氟化工,深股通,MSCI中国,氢能源,富时罗素,标准普尔,新能源车,有机硅,固态电池,钠离子电池,动力电池回收,PEEK材料概念",广东
sz002712,思美传媒,文化传媒,预亏预减,"预亏预减,央国企改革,人工智能,知识产权,影视概念,抖音概念(字节概念),网红经济,虚拟数字人,短剧互动游戏,智谱AI",浙江
sz002713,*ST东易,装修装饰,ST股,"ST股,机构重仓,预盈预增,互联金融,智能家居,人工智能,雄安新区,小米概念,装配建筑",北京
sz002714,牧原股份,农牧饲渔,HS300_,"HS300_,参股银行,转债标的,机构重仓,深成500,预盈预增,融资融券,深证100R,深股通,MSCI中国,乡村振兴,富时罗素,标准普尔,猪肉概念,合成生物,2025中报预增",河南
sz002715,登云股份,汽车零部件,黄金概念,"黄金概念,预亏预减,微盘股,2025中报预减",广东
sz002716,湖南白银,贵金属,黄金概念,"黄金概念,机构重仓,预盈预增,融资融券,央国企改革,小金属概念,深股通,昨日触板,标准普尔",湖南
sz002717,ST岭南,环保行业,ST股,"ST股,预盈预增,水利建设,参股新三板,参股保险,智慧城市,粤港自贸,央国企改革,一带一路,PPP模式,虚拟现实,雄安新区,乡村振兴,华为概念,富时罗素,标准普尔,农业种植,抖音概念(字节概念),网红经济,元宇宙概念,低价股,虚拟数字人,数字经济,土壤修复,新型城镇化,AIGC概念,数据确权,ChatGPT概念,数字水印,首发经济",广东
sz002718,友邦吊顶,装修建材,预盈预增,"预盈预增,长江三角,拼多多概念,微盘股,2025中报扭亏",浙江
sz002719,麦趣尔,食品饮料,预盈预增,"预盈预增,西部大开发,婴童概念,新零售,乳业,微盘股,2025中报扭亏",新疆
sz002721,金一文化,珠宝首饰,黄金概念,"黄金概念,机构重仓,移动支付,预盈预增,互联金融,央国企改革,阿里概念,国产软件,深股通,AI智能体,区块链,数字货币,DeepSeek概念",北京
sz002722,物产金轮,纺织服装,转债标的,"转债标的,电商概念,燃料电池,央国企改革,人工智能,氢能源,中俄贸易概念,AIGC概念",江苏
sz002723,小崧股份,家电行业,军工,"军工,预亏预减,LED,电商概念,医疗器械概念,电子烟,地摊经济,储能,宠物经济,户外露营,液冷概念,微盘股",广东
sz002724,海洋王,电子元件,军工,"军工,深圳特区,物联网,预盈预增,核能核电,石墨烯,证金持股,智慧灯杆,2025中报预增",广东
sz002725,跃岭股份,汽车零部件,预盈预增,"预盈预增,贬值受益,氢能源,国产芯片,半导体概念,中俄贸易概念,CPO概念,光通信模块,2025中报预增",浙江
sz002726,龙大美食,食品饮料,转债标的,"转债标的,预盈预增,融资融券,深股通,新零售,冷链物流,富时罗素,标准普尔,猪肉概念,网红经济,社区团购,预制菜概念",山东
sz002727,一心堂,医药商业,生物疫苗,"生物疫苗,股权激励,预亏预减,西部大开发,融资融券,中药概念,电商概念,医疗器械概念,深股通,互联医疗,富时罗素,标准普尔,内贸流通",云南
